0 -2328.22 -2328.22
1 -1636.57 -1636.57
2 -1207.19 -1207.19
3 -937.81 -937.81
4 -733.42 -733.42
5 -633.44 -633.44
6 -566.56 -566.56
7 -513.92 -513.92
8 -461.56 -461.56
9 -445.15 -445.15
10 -393.76 -393.76
11 -373.26 -373.26
12 -350.5 -350.5
13 -334.87 -334.87
14 -312.84 -312.84
15 -299.02 -299.02
16 -283.63 -283.63
17 -262.23 -262.23
18 -247.11 -247.11
19 -231.83 -231.83
20 -222.74 -222.74
21 -219.19 -219.19
22 -217.25 -217.25
23 -212.1 -212.1
24 -208.89 -208.89
25 -202.55 -202.55
26 -197.34 -197.34
27 -195.22 -195.22
28 -188.53 -188.53
29 -194.09 -194.09
30 -188.34 -188.34
31 -188.82 -188.82
32 -196.25 -196.25
33 -181.94 -181.94
34 -189.31 -189.31
35 -178.09 -178.09
36 -182.9 -182.9
37 -177.03 -177.03
38 -190.44 -190.44
39 -177.58 -177.58
40 -179.99 -179.99
41 -177.7 -177.7
42 -178.23 -178.23
43 -179.77 -179.77
44 -180.87 -180.87
45 -180.78 -180.78
46 -167.94 -167.94
47 -172.79 -172.79
48 -170.29 -170.29
49 -177.2 -177.2
50 -176.24 -176.24
51 -167.96 -167.96
52 -171.44 -171.44
53 -174.74 -174.74
54 -165.09 -165.09
55 -169.75 -169.75
56 -168.26 -168.26
57 -164.29 -164.29
58 -169.71 -169.71
59 -165.23 -165.23
60 -170.21 -170.21
61 -172.62 -172.62
62 -167.51 -167.51
63 -173.95 -173.95
64 -162.16 -162.16
65 -164.91 -164.91
66 -178.53 -178.53
67 -167.38 -167.38
68 -170.8 -170.8
69 -174.18 -174.18
70 -175.37 -175.37
71 -168.52 -168.52
72 -174.99 -174.99
73 -162.89 -162.89
74 -165.3 -165.3
75 -167.97 -167.97
76 -173.17 -173.17
77 -168.51 -168.51
78 -160.79 -160.79
79 -164.49 -164.49
80 -163.44 -163.44
81 -166.91 -166.91
82 -159.1 -159.1
83 -161.33 -161.33
84 -167.55 -167.55
85 -162.67 -162.67
86 -166.69 -166.69
87 -159.32 -159.32
88 -158.33 -158.33
89 -161.49 -161.49
90 -163.63 -163.63
91 -159.97 -159.97
92 -166.29 -166.29
93 -155.62 -155.62
94 -161.73 -161.73
95 -162.86 -162.86
96 -162.4 -162.4
97 -158.39 -158.39
98 -156.82 -156.82
99 -160.59 -160.59
100 -162.8 -162.8
101 -160.06 -160.06
102 -158.94 -158.94
103 -161.76 -161.76
104 -159.5 -159.5
105 -163.35 -163.35
106 -158.86 -158.86
107 -157.66 -157.66
108 -156.47 -156.47
109 -153.85 -153.85
110 -163.88 -163.88
111 -155.54 -155.54
112 -158.6 -158.6
113 -156.23 -156.23
114 -156.84 -156.84
115 -155.77 -155.77
116 -155.85 -155.85
117 -156.84 -156.84
118 -157.28 -157.28
119 -157.44 -157.44
120 -160.52 -160.52
121 -161.73 -161.73
122 -156.62 -156.62
123 -161.34 -161.34
124 -163.66 -163.66
125 -159.07 -159.07
126 -157.28 -157.28
127 -157.95 -157.95
128 -163.66 -163.66
129 -154.8 -154.8
130 -160.16 -160.16
131 -164.27 -164.27
132 -158.53 -158.53
133 -160.42 -160.42
134 -162.64 -162.64
135 -157.59 -157.59
136 -154.7 -154.7
137 -156.1 -156.1
138 -158.17 -158.17
139 -156.85 -156.85
140 -155.47 -155.47
141 -155.15 -155.15
142 -157.42 -157.42
143 -154.04 -154.04
144 -154.2 -154.2
145 -154.15 -154.15
146 -159.33 -159.33
147 -154.94 -154.94
148 -154.64 -154.64
149 -153.65 -153.65
150 -159.08 -159.08
151 -155.97 -155.97
152 -152.19 -152.19
153 -157.02 -157.02
154 -155.96 -155.96
155 -153.78 -153.78
156 -153.72 -153.72
157 -155.2 -155.2
158 -154.91 -154.91
159 -156.99 -156.99
160 -152.38 -152.38
161 -158.62 -158.62
162 -158.91 -158.91
163 -158.88 -158.88
164 -158.01 -158.01
165 -157.4 -157.4
166 -157.31 -157.31
167 -159.38 -159.38
168 -157.23 -157.23
169 -152.7 -152.7
170 -155.36 -155.36
171 -154.09 -154.09
172 -155.93 -155.93
173 -157.27 -157.27
174 -151.3 -151.3
175 -155.8 -155.8
176 -154.38 -154.38
177 -152.52 -152.52
178 -157.75 -157.75
179 -155.24 -155.24
180 -154.15 -154.15
181 -155.99 -155.99
182 -153.22 -153.22
183 -151.13 -151.13
184 -157.04 -157.04
185 -155.55 -155.55
186 -154.04 -154.04
187 -155.81 -155.81
188 -155.95 -155.95
189 -154.53 -154.53
190 -156.68 -156.68
191 -154.66 -154.66
192 -154.88 -154.88
193 -150.92 -150.92
194 -154.66 -154.66
195 -147.71 -147.71
196 -156.29 -156.29
197 -154.37 -154.37
198 -149.49 -149.49
199 -154.32 -154.32
